,year,stage,name,team_name,timing
113,1995,Stage 2 : Perros-Guirec > Vitré,HERMAN FRISON,LOTTO-ISOGLASS,05H 26' 54''
114,1995,Stage 2 : Perros-Guirec > Vitré,NICOLA LODA,MG-TECHNOGYM,05H 26' 54''
115,1995,Stage 2 : Perros-Guirec > Vitré,MASSIMO PODENZANA,BRESCIALAT,05H 26' 54''
116,1995,Stage 2 : Perros-Guirec > Vitré,FRANCO VONA,MG-TECHNOGYM,05H 26' 54''
117,1995,Stage 2 : Perros-Guirec > Vitré,JOSÉ-RAMON URIARTE,BANESTO,05H 26' 54''
118,1995,Stage 2 : Perros-Guirec > Vitré,MAURO BETTIN,AKI-GIPIEMME,05H 26' 54''
119,1995,Stage 2 : Perros-Guirec > Vitré,MARCELLO SIBONI,CARRERA-TASSONI,05H 26' 54''
120,1995,Stage 2 : Perros-Guirec > Vitré,IVAN GOTTI,GEWISS-BALLAN,05H 26' 54''
121,1995,Stage 2 : Perros-Guirec > Vitré,GILLES TALMANT,CASTORAMA,05H 26' 54''
122,1995,Stage 2 : Perros-Guirec > Vitré,LAUDELINO CUBINO GONZALEZ,KELME-AVIANCA,05H 26' 54''
123,1995,Stage 2 : Perros-Guirec > Vitré,BRUNO CORNILLET,CHAZAL-MBK-KONIG,05H 26' 54''
124,1995,Stage 2 : Perros-Guirec > Vitré,ANTONIO POLITANO,MERCATONE UNO-SAECO,05H 26' 54''
125,1995,Stage 2 : Perros-Guirec > Vitré,PETER FARAZIJN,LOTTO-ISOGLASS,05H 26' 54''
126,1995,Stage 2 : Perros-Guirec > Vitré,GILLES BOUVARD,CHAZAL-MBK-KONIG,05H 26' 54''
127,1995,Stage 2 : Perros-Guirec > Vitré,CHRISTOPHE MENGIN,CHAZAL-MBK-KONIG,05H 26' 54''
128,1995,Stage 2 : Perros-Guirec > Vitré,LEONARDO SIERRA,CARRERA-TASSONI,05H 26' 54''
129,1995,Stage 2 : Perros-Guirec > Vitré,LEON VAN BON,NOVELL,05H 26' 54''
130,1995,Stage 2 : Perros-Guirec > Vitré,TRISTAN HOFFMAN,TVM-POLIS DIRECT,05H 26' 54''
131,1995,Stage 2 : Perros-Guirec > Vitré,GIANLUCA GORINI,AKI-GIPIEMME,05H 26' 54''
132,1995,Stage 2 : Perros-Guirec > Vitré,AITOR GARMENDIA,BANESTO,05H 26' 54''
133,1995,Stage 2 : Perros-Guirec > Vitré,MARCO SERPELLINI,LAMPRE-PANARIA,05H 26' 54''
134,1995,Stage 2 : Perros-Guirec > Vitré,WLADIMIR BELLI,LAMPRE-PANARIA,05H 26' 54''
135,1995,Stage 2 : Perros-Guirec > Vitré,JEAN-PIERRE BOURGEOT,CHAZAL-MBK-KONIG,05H 26' 54''
136,1995,Stage 2 : Perros-Guirec > Vitré,PASCAL LANCE,GAN,05H 26' 54''
137,1995,Stage 2 : Perros-Guirec > Vitré,ALBERTO VOLPI,GEWISS-BALLAN,05H 26' 54''
138,1995,Stage 2 : Perros-Guirec > Vitré,STEPHEN SWART,MOTOROLA,05H 26' 54''
139,1995,Stage 2 : Perros-Guirec > Vitré,NELSON RODRIGUEZ,TELECOM-ZG-SELLE ITALIA,05H 26' 54''
140,1995,Stage 2 : Perros-Guirec > Vitré,ALESSIO GALETTI,LAMPRE-PANARIA,05H 26' 54''
141,1995,Stage 2 : Perros-Guirec > Vitré,FLAVIO VANZELLA,MG-TECHNOGYM,05H 26' 54''
142,1995,Stage 2 : Perros-Guirec > Vitré,DANTE REZZE,AKI-GIPIEMME,05H 26' 54''
143,1995,Stage 2 : Perros-Guirec > Vitré,ROSARIO FINA,MERCATONE UNO-SAECO,05H 26' 54''
144,1995,Stage 2 : Perros-Guirec > Vitré,SEAN YATES,MOTOROLA,05H 26' 54''
145,1995,Stage 2 : Perros-Guirec > Vitré,HERNÁN BUENAHORA GUTIERREZ,KELME-AVIANCA,05H 26' 54''
146,1995,Stage 2 : Perros-Guirec > Vitré,GILLES DELION,CHAZAL-MBK-KONIG,05H 26' 54''
147,1995,Stage 2 : Perros-Guirec > Vitré,GIANCARLO PERINI,BRESCIALAT,05H 26' 54''
148,1995,Stage 2 : Perros-Guirec > Vitré,MAURO RADAELLI,BRESCIALAT,05H 26' 54''
149,1995,Stage 2 : Perros-Guirec > Vitré,ROLF JAERMANN,MG-TECHNOGYM,05H 26' 54''
150,1995,Stage 2 : Perros-Guirec > Vitré,MARIO SCIREA,TEAM POLTI,05H 26' 54''
151,1995,Stage 2 : Perros-Guirec > Vitré,SAMMIE MOREELS,LOTTO-ISOGLASS,05H 26' 54''
152,1995,Stage 2 : Perros-Guirec > Vitré,FAUSTO DOTTI,BRESCIALAT,05H 26' 54''
153,1995,Stage 2 : Perros-Guirec > Vitré,FRANCIS MOREAU,GAN,05H 26' 54''
154,1995,Stage 2 : Perros-Guirec > Vitré,ALESSANDRO BERTOLINI,CARRERA-TASSONI,05H 26' 54''
155,1995,Stage 2 : Perros-Guirec > Vitré,MARIO DECLERCQ,LOTTO-ISOGLASS,05H 26' 54''
156,1995,Stage 2 : Perros-Guirec > Vitré,EROS POLI,MERCATONE UNO-SAECO,05H 26' 54''
157,1995,Stage 2 : Perros-Guirec > Vitré,GIAN MATTEO FAGNINI,MERCATONE UNO-SAECO,05H 27' 38''
158,1995,Stage 2 : Perros-Guirec > Vitré,JUAN-CÉSAR AGUIRE,KELME-AVIANCA,05H 27' 38''
159,1995,Stage 2 : Perros-Guirec > Vitré,ANGEL YESID CAMARGO OCHOA,KELME-AVIANCA,05H 27' 38''
160,1995,Stage 2 : Perros-Guirec > Vitré,LUIS DIAZ DE OTAZU,ONCE,05H 27' 38''
161,1995,Stage 2 : Perros-Guirec > Vitré,BART VOSKAMP,TVM-POLIS DIRECT,05H 27' 38''
162,1995,Stage 2 : Perros-Guirec > Vitré,JEROEN BLIJLEVENS,TVM-POLIS DIRECT,05H 27' 59''
163,1995,Stage 2 : Perros-Guirec > Vitré,ANGEL EDO ALSINA,KELME-AVIANCA,05H 28' 13''
164,1995,Stage 2 : Perros-Guirec > Vitré,ERIC VANDERAERDEN,BRESCIALAT,05H 28' 15''
165,1995,Stage 2 : Perros-Guirec > Vitré,HECTOR CASTANO,KELME-AVIANCA,05H 28' 34''
166,1995,Stage 2 : Perros-Guirec > Vitré,DAVIDE CASSANI,MG-TECHNOGYM,05H 28' 34''
167,1995,Stage 2 : Perros-Guirec > Vitré,MARIO CHIESA,CARRERA-TASSONI,05H 28' 34''
168,1995,Stage 2 : Perros-Guirec > Vitré,RENÉ FOUCACHON,AKI-GIPIEMME,05H 28' 34''
169,1995,Stage 2 : Perros-Guirec > Vitré,MASSIMO DONATI,MERCATONE UNO-SAECO,05H 28' 34''
170,1995,Stage 2 : Perros-Guirec > Vitré,MARIO MANZONI,BRESCIALAT,05H 28' 34''
171,1995,Stage 2 : Perros-Guirec > Vitré,SERGIO BARBERO,CARRERA-TASSONI,05H 28' 34''
172,1995,Stage 2 : Perros-Guirec > Vitré,MARCO MILESI,BRESCIALAT,05H 28' 34''
173,1995,Stage 2 : Perros-Guirec > Vitré,JAN SVORADA,LAMPRE-PANARIA,05H 28' 34''
174,1995,Stage 2 : Perros-Guirec > Vitré,PASCAL HERVE,FESTINA WATCHES,05H 28' 34''
175,1995,Stage 2 : Perros-Guirec > Vitré,DARIO BOTTARO,GEWISS-BALLAN,05H 28' 34''
176,1995,Stage 2 : Perros-Guirec > Vitré,FRANS MAASSEN,NOVELL,05H 28' 41''
177,1995,Stage 2 : Perros-Guirec > Vitré,NEIL STEPHENS,ONCE,05H 29' 08''
178,1995,Stage 2 : Perros-Guirec > Vitré,PETER DECLERCQ,LOTTO-ISOGLASS,05H 29' 08''
179,1995,Stage 2 : Perros-Guirec > Vitré,MASSIMILIANO LELLI,MERCATONE UNO-SAECO,05H 31' 52''
180,1995,Stage 2 : Perros-Guirec > Vitré,EMMANUEL MAGNIEN,CASTORAMA,05H 33' 12''
181,1995,Stage 2 : Perros-Guirec > Vitré,CARMELO MIRANDA,BANESTO,05H 33' 12''
182,1995,Stage 2 : Perros-Guirec > Vitré,RUDY VERDONCK,LOTTO-ISOGLASS,05H 33' 12''
183,1995,Stage 2 : Perros-Guirec > Vitré,STEFANO COLAGE,TELECOM-ZG-SELLE ITALIA,05H 33' 12''
